,0,1,2,3,4
154,1,0,0,0.0,0.0
155,1,0,0,0.0,0.0
156,1,0,0,0.0,0.0
157,1,0,0,0.0,0.0
158,0,0,0,0.0,0.0
159,0,0,0,0.0,0.0
160,0,0,0,0.0,1.0
161,0,0,0,0.0,0.0
162,0,0,0,0.0,0.0
163,0,0,0,0.0,0.0
164,0,0,0,0.0,0.0
165,0,0,0,0.0,0.0
166,0,0,0,0.0,0.0
167,0,0,0,0.0,0.0
168,0,0,0,0.0,0.0
169,0,0,0,0.0,1.0
170,0,0,0,0.0,0.0
171,0,0,0,0.0,0.0
172,0,0,0,0.0,1.0
173,0,0,0,0.0,0.0
174,0,0,0,0.0,0.0
175,0,0,1,0.0,1.0
176,0,1,0,0.0,0.0
177,0,0,0,0.0,0.0
178,0,0,0,0.0,0.0
179,0,0,0,0.0,0.0
180,0,0,0,0.0,0.0
181,0,0,0,0.0,0.0
182,0,0,1,0.0,0.0
183,0,0,0,0.0,0.0
184,1,0,0,0.0,0.0
185,0,0,0,0.0,0.0
186,0,0,0,0.0,0.0
187,0,0,0,0.0,0.0
188,0,0,0,0.0,0.0
189,0,0,0,0.0,0.0
190,0,0,0,0.0,0.0
191,0,0,0,0.0,0.0
192,0,0,0,0.0,0.0
193,0,0,0,0.0,0.0
194,0,0,0,0.0,0.0
195,0,0,0,0.0,0.0
196,0,0,0,1.0,0.0
197,0,0,0,0.0,0.0
198,1,0,0,0.0,0.0
199,0,1,0,0.0,1.0
200,0,1,0,0.0,0.0
201,1,0,0,0.0,0.0
202,0,0,0,0.0,0.0
203,0,0,0,0.0,0.0
204,1,0,0,0.0,0.0
205,0,0,0,0.0,0.0
206,0,0,0,0.0,0.0
207,0,0,0,1.0,0.0
208,0,0,0,0.0,0.0
209,0,0,0,0.0,0.0
210,0,0,1,1.0,0.0
211,0,0,1,0.0,1.0
212,0,0,1,1.0,0.0
213,0,0,0,0.0,0.0
214,0,0,0,1.0,0.0
215,0,0,0,0.0,0.0
216,0,0,0,0.0,0.0
217,0,0,0,1.0,0.0
218,0,0,0,0.0,0.0
219,0,0,0,0.0,0.0
220,0,0,0,0.0,0.0
221,0,0,0,0.0,0.0
222,0,0,1,0.0,0.0
223,0,0,1,0.0,0.0
224,1,0,1,0.0,0.0
225,0,0,0,0.0,0.0
226,0,0,1,0.0,0.0
227,0,0,0,1.0,0.0
228,1,0,0,0.0,0.0
229,1,1,0,0.0,0.0
230,0,1,0,1.0,0.0
231,0,0,1,1.0,0.0
232,0,0,0,1.0,1.0
233,0,0,1,0.0,1.0
234,1,0,1,1.0,0.0
235,0,0,1,0.0,0.0
236,0,0,1,1.0,1.0
237,1,0,1,1.0,1.0
238,0,0,0,0.0,0.0
239,0,0,0,1.0,0.0
240,0,0,1,0.0,0.0
241,0,0,0,0.0,0.0
242,0,0,1,0.0,0.0
243,1,0,0,0.0,1.0
244,0,1,0,0.0,0.0
245,0,0,1,1.0,0.0
246,0,1,1,0.0,0.0
247,0,0,0,0.0,0.0
248,0,0,0,0.0,0.0
249,0,0,0,1.0,0.0
250,1,0,0,0.0,1.0
251,0,1,1,0.0,0.0
252,0,1,1,0.0,0.0
253,0,1,0,1.0,0.0
254,0,0,0,0.0,1.0
255,0,0,0,0.0,1.0
256,0,1,0,0.0,0.0
257,0,1,0,0.0,0.0
258,0,0,1,0.0,0.0
259,0,0,0,0.0,0.0
260,0,1,1,0.0,1.0
261,1,0,1,0.0,0.0
262,0,0,0,0.0,1.0
263,1,0,0,0.0,0.0
264,0,1,0,0.0,1.0
265,0,0,0,1.0,0.0
266,0,1,1,0.0,1.0
267,0,0,1,0.0,0.0
268,0,0,0,0.0,0.0
269,0,0,0,0.0,0.0
270,1,0,0,1.0,0.0
271,0,0,0,0.0,1.0
272,0,0,0,0.0,0.0
273,0,1,0,0.0,0.0
274,0,0,0,1.0,0.0
275,0,1,0,1.0,0.0
276,0,0,0,1.0,0.0
277,0,0,0,0.0,0.0
278,1,0,1,1.0,1.0
279,0,0,0,0.0,0.0
280,0,0,0,1.0,0.0
281,0,1,0,0.0,1.0
282,1,1,1,0.0,0.0
283,0,1,0,0.0,0.0
284,1,0,1,0.0,0.0
285,0,0,0,0.0,0.0
286,0,0,1,0.0,1.0
287,0,0,0,0.0,1.0
288,1,1,0,1.0,0.0
289,1,0,1,0.0,0.0
290,1,0,0,1.0,1.0
291,0,0,0,0.0,0.0
292,1,1,1,1.0,0.0
293,1,0,0,1.0,0.0
294,0,1,0,1.0,1.0
295,1,1,0,1.0,0.0
296,0,1,1,0.0,0.0
297,0,1,1,1.0,1.0
298,0,1,0,1.0,0.0
299,1,0,0,1.0,0.0
300,1,1,0,0.0,0.0
301,0,1,0,0.0,1.0
302,0,1,1,0.0,1.0
303,0,0,1,0.0,0.0
304,0,1,1,0.0,1.0
305,0,1,0,0.0,1.0
306,1,1,0,1.0,1.0
307,1,1,0,0.0,0.0
308,0,0,0,0.0,1.0
309,0,0,0,0.0,0.0
310,1,1,0,0.0,0.0
311,1,1,1,1.0,0.0
312,0,0,0,1.0,1.0
313,0,0,0,1.0,1.0
314,1,0,1,1.0,1.0
315,0,0,1,1.0,1.0
316,1,0,1,1.0,1.0
317,0,0,0,0.0,1.0
318,1,0,0,0.0,0.0
319,0,0,0,0.0,1.0
320,0,1,0,1.0,1.0
321,1,0,0,0.0,0.0
322,1,1,0,0.0,1.0
323,1,1,0,1.0,0.0
324,0,1,1,1.0,1.0
325,1,1,1,1.0,0.0
326,0,1,0,0.0,0.0
327,0,1,0,0.0,1.0
328,1,0,1,1.0,0.0
329,0,0,0,0.0,1.0
330,1,0,0,0.0,1.0
331,1,0,1,1.0,1.0
332,1,0,0,1.0,1.0
333,1,0,1,1.0,0.0
334,1,0,1,1.0,1.0
335,1,1,1,1.0,0.0
336,0,1,0,0.0,0.0
337,0,0,0,0.0,1.0
338,0,0,1,0.0,0.0
339,0,0,0,0.0,1.0
340,0,0,0,1.0,0.0
341,0,0,0,1.0,0.0
342,1,1,0,1.0,1.0
343,0,0,0,1.0,1.0
344,0,0,1,0.0,0.0
345,1,1,0,0.0,0.0
346,0,0,0,0.0,1.0
347,1,0,0,0.0,0.0
348,0,1,0,0.0,1.0
349,1,1,0,1.0,0.0
350,1,1,0,0.0,0.0
351,0,1,0,1.0,0.0
352,0,0,1,1.0,0.0
353,0,1,1,0.0,1.0
354,1,1,0,0.0,0.0
355,0,1,1,1.0,0.0
356,0,1,0,0.0,0.0
357,1,0,0,0.0,0.0
358,1,0,0,1.0,0.0
359,0,1,0,1.0,1.0
360,0,1,1,1.0,1.0
361,1,0,0,0.0,1.0
362,1,0,1,0.0,0.0
363,1,0,0,0.0,1.0
364,1,1,0,0.0,1.0
365,1,1,1,0.0,0.0
366,1,0,0,0.0,1.0
367,1,0,0,0.0,1.0
368,1,0,0,1.0,0.0
369,1,1,0,0.0,0.0
370,1,0,1,0.0,0.0
371,1,1,0,1.0,1.0
372,1,0,0,1.0,1.0
373,1,1,0,1.0,1.0
374,0,0,1,1.0,1.0
375,1,0,1,0.0,0.0
376,1,1,1,0.0,1.0
377,0,1,1,0.0,0.0
378,1,0,0,0.0,0.0
379,1,0,0,0.0,0.0
380,0,1,1,0.0,0.0
381,1,1,0,0.0,0.0
382,0,0,0,0.0,0.0
383,0,0,1,0.0,1.0
384,0,0,0,0.0,0.0
385,0,1,0,0.0,1.0
386,1,1,0,0.0,1.0
387,1,1,0,0.0,1.0
388,0,0,1,0.0,1.0
389,1,1,0,0.0,0.0
390,0,0,1,0.0,0.0
391,0,1,0,0.0,0.0
392,0,1,0,0.0,0.0
393,0,1,1,0.0,0.0
394,0,0,0,0.0,0.0
395,1,0,1,0.0,0.0
396,0,1,0,0.0,0.0
397,1,0,1,0.0,0.0
398,1,0,1,0.0,1.0
399,1,0,0,0.0,0.0
400,1,1,1,0.0,0.0
401,0,0,0,0.0,0.0
402,0,0,0,0.0,1.0
403,1,0,0,0.0,1.0
404,1,0,0,0.0,1.0
405,0,0,1,1.0,1.0
406,1,0,0,0.0,1.0
407,0,0,0,0.0,0.0
408,0,0,0,0.0,1.0
409,1,0,0,0.0,1.0
410,1,0,0,0.0,0.0
411,1,0,0,0.0,0.0
412,1,0,0,0.0,0.0
413,1,0,0,0.0,0.0
414,1,0,0,0.0,0.0
415,0,0,0,0.0,0.0
416,1,0,0,0.0,0.0
417,1,0,0,0.0,0.0
418,0,0,0,0.0,1.0
419,0,0,0,0.0,0.0
420,0,0,0,0.0,0.0
421,0,0,0,0.0,0.0
422,0,0,0,0.0,0.0
423,0,0,0,0.0,0.0
424,0,0,0,0.0,0.0
425,0,0,0,0.0,0.0
426,0,0,0,0.0,0.0
427,0,0,0,0.0,0.0
428,0,1,0,0.0,0.0
429,0,0,0,0.0,0.0
430,0,0,0,0.0,0.0
431,0,0,0,0.0,1.0
432,0,0,0,0.0,0.0
433,0,0,0,0.0,0.0
434,0,0,0,0.0,1.0
435,0,0,0,0.0,0.0
436,0,0,0,0.0,0.0
437,0,0,0,0.0,0.0
438,0,0,0,0.0,0.0
439,0,0,0,0.0,0.0
440,0,0,0,0.0,0.0
441,0,0,0,0.0,0.0
442,0,1,0,0.0,0.0
443,0,0,0,0.0,0.0
444,0,0,0,0.0,0.0
445,0,1,0,1.0,0.0
446,0,0,0,1.0,0.0
447,0,0,0,1.0,0.0
448,0,0,0,1.0,0.0
449,0,0,0,0.0,0.0
450,0,0,0,0.0,0.0
451,0,1,0,0.0,0.0
452,0,0,0,0.0,0.0
453,0,0,0,0.0,0.0
454,0,0,0,0.0,0.0
455,0,0,0,0.0,0.0
456,0,0,0,0.0,0.0
457,0,0,0,0.0,1.0
458,0,0,0,0.0,0.0
459,0,0,0,0.0,0.0
460,0,0,0,0.0,0.0
461,0,0,0,0.0,0.0
462,0,0,0,0.0,0.0
463,0,0,0,0.0,0.0
464,0,0,0,0.0,0.0
465,0,0,0,0.0,0.0
466,0,0,0,0.0,1.0
467,0,0,0,0.0,0.0
468,0,0,0,0.0,0.0
469,0,0,0,0.0,0.0
470,0,0,0,0.0,0.0
471,0,0,0,0.0,0.0
472,0,1,0,0.0,0.0
473,0,0,0,0.0,0.0
474,0,0,0,0.0,0.0
475,0,0,0,0.0,0.0
476,0,0,0,0.0,0.0
477,0,0,0,0.0,0.0
478,0,0,0,0.0,0.0
479,0,0,0,0.0,0.0
480,0,0,0,0.0,1.0
481,0,0,0,0.0,0.0
482,0,0,0,0.0,0.0
483,0,0,0,0.0,0.0
484,0,0,0,0.0,0.0
485,0,0,0,0.0,0.0
486,0,0,0,0.0,0.0
487,0,0,0,0.0,0.0
488,0,0,0,0.0,0.0
489,0,0,0,0.0,0.0
490,0,0,0,0.0,0.0
491,0,0,0,0.0,0.0
492,0,0,0,0.0,0.0
493,0,1,0,0.0,0.0
494,0,0,0,0.0,0.0
495,0,1,0,0.0,0.0
496,0,0,0,0.0,0.0
497,0,0,0,0.0,0.0
498,0,0,0,0.0,1.0
499,0,0,0,0.0,0.0
500,0,0,0,0.0,0.0
501,0,0,0,0.0,0.0
502,0,0,0,0.0,0.0
503,0,0,0,0.0,0.0
504,0,0,0,0.0,0.0
505,0,0,0,0.0,0.0
506,0,0,0,0.0,0.0
507,0,0,0,0.0,0.0
508,0,0,1,0.0,0.0
509,0,0,1,0.0,0.0
510,1,0,0,0.0,0.0
511,0,0,0,0.0,0.0
512,0,0,0,1.0,0.0
513,0,0,0,0.0,0.0
514,0,1,0,0.0,0.0
515,0,0,0,0.0,0.0
516,0,0,1,0.0,0.0
517,0,0,0,0.0,0.0
518,0,0,0,0.0,0.0
519,0,0,0,0.0,0.0
520,0,0,0,1.0,0.0
521,0,0,0,0.0,0.0
522,0,0,0,0.0,0.0
523,0,0,0,0.0,0.0
524,0,0,0,0.0,0.0
525,0,0,0,0.0,0.0
526,0,0,0,0.0,1.0
527,0,0,0,0.0,0.0
528,0,0,0,0.0,0.0
529,0,0,1,0.0,0.0
530,0,0,0,0.0,0.0
531,0,0,0,0.0,0.0
532,0,0,0,1.0,0.0
533,0,0,0,0.0,1.0
534,0,0,0,0.0,0.0
535,0,0,0,0.0,0.0
536,0,0,0,0.0,0.0
537,0,0,0,0.0,0.0
538,0,0,0,0.0,0.0
539,0,0,0,1.0,0.0
540,0,0,0,0.0,0.0
541,0,0,0,0.0,0.0
542,0,0,0,0.0,0.0
543,0,0,0,0.0,0.0
544,0,0,0,0.0,0.0
545,0,0,1,0.0,0.0
546,0,0,0,0.0,0.0
547,0,1,0,1.0,0.0
548,0,0,0,0.0,0.0
549,0,0,0,0.0,0.0
550,0,0,0,0.0,0.0
551,0,1,0,0.0,0.0
552,0,0,0,0.0,1.0
553,0,0,0,0.0,0.0
554,0,0,0,0.0,0.0
555,0,0,0,0.0,0.0
556,0,0,0,0.0,0.0
557,0,0,0,0.0,0.0
558,0,0,1,0.0,0.0
559,0,0,0,0.0,0.0
560,0,0,0,0.0,0.0
561,0,0,0,0.0,0.0
562,0,0,0,0.0,1.0
563,0,0,0,1.0,0.0
564,0,0,0,0.0,0.0
565,0,0,0,0.0,0.0
566,0,0,0,0.0,0.0
567,0,0,0,0.0,0.0
568,0,0,1,1.0,0.0
569,1,0,0,0.0,0.0
570,0,0,0,0.0,0.0
571,1,0,0,0.0,0.0
572,0,0,0,1.0,0.0
573,0,0,0,0.0,0.0
574,0,0,0,1.0,1.0
575,0,0,0,1.0,0.0
576,0,0,0,0.0,0.0
577,0,0,0,1.0,0.0
578,0,0,0,1.0,0.0
579,0,0,0,1.0,0.0
580,0,0,0,1.0,0.0
581,0,0,0,0.0,0.0
582,0,0,0,1.0,0.0
583,0,0,0,0.0,0.0
584,0,0,0,1.0,1.0
585,0,0,0,0.0,0.0
586,0,0,0,0.0,0.0
587,0,0,0,0.0,0.0
588,0,0,0,0.0,0.0
589,0,0,0,0.0,0.0
590,0,0,0,0.0,0.0
591,0,0,0,0.0,1.0
592,0,0,0,0.0,0.0
593,0,0,0,1.0,0.0
594,1,0,0,0.0,0.0
595,0,0,0,0.0,0.0
596,0,0,0,0.0,0.0
597,0,0,0,0.0,0.0
598,0,0,0,0.0,0.0
599,0,0,0,1.0,0.0
600,0,0,1,1.0,0.0
601,0,0,1,0.0,0.0
602,0,0,0,1.0,0.0
603,0,0,0,0.0,0.0
604,0,0,0,1.0,0.0
605,0,0,0,1.0,0.0
606,0,0,0,1.0,0.0
607,0,0,0,1.0,0.0
608,0,0,0,0.0,0.0
609,1,0,0,0.0,1.0
610,1,1,0,0.0,1.0
611,1,0,0,0.0,0.0
612,0,0,0,1.0,1.0
613,0,0,0,0.0,1.0
614,0,0,0,1.0,1.0
615,0,0,0,0.0,1.0
616,0,0,0,1.0,0.0
617,0,0,0,1.0,1.0
618,1,0,0,0.0,0.0
619,1,0,0,0.0,0.0
620,0,0,0,1.0,1.0
621,0,0,1,0.0,0.0
622,1,0,0,0.0,1.0
623,0,0,1,1.0,0.0
624,1,0,1,1.0,1.0
625,0,0,0,1.0,1.0
626,0,1,1,0.0,1.0
627,0,1,1,1.0,0.0
628,1,1,0,0.0,1.0
629,0,0,1,0.0,0.0
630,1,0,0,1.0,0.0
631,0,1,1,1.0,1.0
632,0,0,0,1.0,0.0
633,0,0,0,0.0,0.0
634,0,0,0,1.0,0.0
635,1,1,1,0.0,1.0
636,0,0,1,0.0,0.0
637,1,0,0,0.0,1.0
638,1,0,1,0.0,0.0
639,0,0,1,1.0,0.0
640,1,0,0,0.0,0.0
641,0,0,0,1.0,0.0
642,0,0,0,0.0,0.0
643,1,1,0,0.0,0.0
644,1,0,0,1.0,1.0
645,0,0,0,0.0,0.0
646,0,0,0,0.0,0.0
647,1,0,0,0.0,1.0
648,1,0,0,0.0,1.0
649,0,1,1,0.0,1.0
650,0,1,0,0.0,1.0
651,1,0,0,1.0,0.0
652,1,1,1,0.0,1.0
653,1,1,0,0.0,1.0
654,0,0,0,1.0,1.0
655,0,1,0,0.0,1.0
656,0,0,0,1.0,0.0
657,1,0,1,1.0,1.0
658,0,0,1,1.0,0.0
659,0,1,1,1.0,1.0
660,0,1,0,0.0,1.0
661,1,1,1,0.0,0.0
662,0,0,0,0.0,1.0
663,0,1,0,1.0,0.0
664,1,1,0,1.0,0.0
665,0,0,1,0.0,1.0
666,0,0,1,1.0,0.0
667,1,0,1,1.0,0.0
668,0,1,0,1.0,0.0
669,0,1,0,1.0,1.0
670,1,0,1,1.0,0.0
671,1,0,0,1.0,0.0
672,0,1,1,0.0,1.0
673,1,0,1,0.0,0.0
674,1,1,0,1.0,0.0
675,1,1,0,0.0,0.0
676,0,1,1,0.0,1.0
677,0,0,1,0.0,0.0
678,1,1,1,0.0,0.0
679,0,0,1,0.0,1.0
680,0,0,0,0.0,0.0
681,0,0,0,0.0,0.0
682,1,1,0,0.0,1.0
683,0,0,0,0.0,0.0
684,0,1,1,0.0,0.0
685,1,1,1,0.0,1.0
686,0,1,0,0.0,1.0
687,0,1,1,0.0,0.0
688,1,0,0,0.0,1.0
689,1,0,0,1.0,1.0
690,1,1,0,1.0,0.0
691,1,1,0,0.0,1.0
692,0,0,0,0.0,1.0
693,0,0,1,0.0,1.0
694,1,0,1,0.0,0.0
695,0,1,1,0.0,1.0
696,1,1,1,0.0,0.0
697,0,0,1,0.0,0.0
698,0,0,1,0.0,1.0
699,1,0,1,0.0,1.0
700,0,0,1,0.0,0.0
701,0,1,1,1.0,1.0
702,0,0,0,0.0,0.0
703,1,0,0,0.0,1.0
704,0,1,0,0.0,1.0
705,0,0,0,0.0,0.0
706,0,0,1,0.0,1.0
707,0,0,0,0.0,1.0
708,0,1,1,0.0,0.0
709,0,1,0,0.0,0.0
710,1,0,0,0.0,1.0
711,0,0,1,0.0,1.0
712,0,1,0,0.0,0.0
713,0,0,1,1.0,1.0
714,0,0,0,0.0,0.0
715,1,0,0,1.0,1.0
716,1,0,0,0.0,0.0
717,1,0,0,0.0,1.0
718,1,0,0,0.0,1.0
719,1,0,1,1.0,0.0
720,0,0,0,0.0,0.0
721,0,0,1,1.0,1.0
722,1,0,0,0.0,0.0
723,1,0,1,1.0,0.0
724,1,0,1,0.0,0.0
725,0,0,0,0.0,0.0
726,0,1,1,0.0,0.0
727,0,1,1,0.0,0.0
728,0,1,0,0.0,0.0
729,1,0,1,0.0,0.0
730,0,0,0,0.0,0.0
731,1,1,0,0.0,0.0
732,0,1,0,1.0,1.0
733,1,1,1,0.0,0.0
734,0,0,0,0.0,0.0
735,1,1,0,0.0,0.0
736,1,0,1,0.0,0.0
737,1,1,0,0.0,0.0
738,0,1,0,0.0,0.0
739,0,0,0,0.0,1.0
740,0,0,0,0.0,0.0
741,1,1,1,0.0,1.0
742,0,0,0,0.0,0.0
743,1,1,0,0.0,0.0
744,0,0,0,0.0,0.0
745,0,0,1,1.0,0.0
746,0,0,0,1.0,0.0
747,0,0,0,1.0,1.0
748,1,0,0,1.0,0.0
749,0,0,0,1.0,1.0
750,0,0,0,1.0,0.0
751,0,0,0,1.0,0.0
752,0,0,0,1.0,0.0
753,1,1,0,1.0,0.0
754,1,0,0,1.0,0.0
755,0,0,0,0.0,0.0
756,1,1,1,0.0,0.0
757,0,0,0,1.0,0.0
758,0,0,0,1.0,0.0
759,0,0,0,1.0,0.0
760,0,1,0,1.0,0.0
761,0,1,0,1.0,0.0
762,0,0,0,1.0,0.0
763,0,1,0,1.0,0.0
764,1,1,1,1.0,0.0
765,0,0,0,1.0,1.0
766,0,0,0,1.0,0.0
767,0,0,1,1.0,0.0
768,1,0,1,1.0,0.0
769,1,0,0,1.0,1.0
770,0,0,0,1.0,1.0
771,0,1,0,0.0,0.0
772,0,0,0,1.0,0.0
773,0,0,1,1.0,0.0
774,1,0,1,1.0,0.0
775,0,0,1,1.0,1.0
776,0,1,0,1.0,0.0
777,1,0,1,1.0,0.0
778,1,1,0,1.0,0.0
779,0,1,1,1.0,0.0
780,0,0,0,1.0,0.0
781,0,0,0,1.0,0.0
782,0,0,0,1.0,0.0
783,1,0,0,1.0,0.0
784,0,0,1,1.0,0.0
785,1,0,0,0.0,0.0
786,0,0,0,1.0,0.0
787,0,0,0,1.0,0.0
788,0,1,0,1.0,0.0
789,1,0,0,1.0,0.0
790,0,0,0,1.0,0.0
791,0,0,0,1.0,0.0
792,0,0,0,1.0,0.0
793,0,0,0,1.0,0.0
794,0,1,0,1.0,0.0
795,0,0,0,1.0,1.0
796,0,0,0,1.0,1.0
797,1,0,0,1.0,1.0
798,0,0,1,1.0,1.0
799,1,0,0,1.0,1.0
800,0,0,1,1.0,1.0
801,0,0,1,1.0,1.0
802,0,0,1,1.0,1.0
803,0,0,1,1.0,0.0
804,0,1,0,1.0,0.0
805,0,0,1,1.0,1.0
806,0,0,1,1.0,1.0
807,0,0,1,1.0,1.0
808,1,0,1,1.0,1.0
809,1,1,1,1.0,1.0
810,1,1,1,0.0,1.0
811,1,0,1,1.0,1.0
812,1,0,1,1.0,1.0
813,1,0,1,1.0,1.0
814,1,1,0,1.0,1.0
815,0,0,1,1.0,1.0
816,1,0,1,1.0,1.0
817,1,0,1,1.0,1.0
818,1,0,1,1.0,1.0
819,1,0,1,1.0,1.0
820,1,0,0,1.0,1.0
821,1,0,1,1.0,1.0
822,0,0,1,1.0,1.0
823,1,0,1,1.0,0.0
824,1,0,1,1.0,1.0
825,1,1,1,1.0,1.0
826,1,1,1,1.0,1.0
827,1,1,1,0.0,1.0
828,1,1,1,1.0,1.0
829,1,1,1,0.0,1.0
830,1,1,1,1.0,1.0
831,1,1,1,1.0,1.0
832,1,0,0,1.0,1.0
833,1,1,1,1.0,1.0
834,1,1,1,1.0,1.0
835,0,1,1,1.0,1.0
836,1,1,1,1.0,1.0
837,1,0,1,1.0,1.0
838,1,1,1,1.0,1.0
839,1,1,1,1.0,1.0
840,1,1,1,1.0,1.0
841,1,1,1,0.0,1.0
842,1,1,1,1.0,1.0
843,1,1,1,1.0,1.0
844,1,1,1,0.0,1.0
845,1,1,1,0.0,1.0
846,1,1,1,1.0,1.0
847,1,1,1,1.0,1.0
848,1,1,1,1.0,1.0
849,1,1,1,0.0,1.0
850,1,1,1,1.0,1.0
851,1,1,1,1.0,1.0
852,1,1,1,1.0,1.0
853,1,1,1,0.0,1.0
854,1,0,1,1.0,1.0
855,1,1,1,1.0,1.0
856,1,1,1,1.0,1.0
857,1,1,1,1.0,1.0
858,1,1,1,1.0,0.0
859,1,1,1,0.0,1.0
860,1,1,1,1.0,1.0
861,1,1,1,0.0,1.0
862,1,1,0,1.0,1.0
863,1,1,1,1.0,1.0
864,1,1,1,0.0,1.0
865,1,1,1,1.0,1.0
866,1,1,1,0.0,1.0
867,1,1,1,1.0,1.0
868,1,1,1,1.0,1.0
869,1,1,1,1.0,1.0
870,1,0,0,1.0,1.0
871,1,1,1,1.0,1.0
872,1,1,1,1.0,1.0
