NSC,drug,gene,num
755773,"1,9-Pyrazoleanthrone",MAPK8,300
755773,"1,9-Pyrazoleanthrone",CWC15,10
755773,"1,9-Pyrazoleanthrone",RPL7,53
755773,"1,9-Pyrazoleanthrone",CDK7,300
755775,Foretinib,LINC01287,0
755775,Foretinib,JCHAIN,0
755775,Foretinib,MIR5699,0
755775,Foretinib,OBP2A,0
755775,Foretinib,RNASE2,0
755806,XL-147,MIR7110,0
755806,XL-147,MTNR1B,0
755806,XL-147,IL1B,0
755806,XL-147,MIR658,0
755806,XL-147,TEK,0
755809,Vismodegib,MIR1254-1,0
755809,Vismodegib,APOC2,0
755809,Vismodegib,TYROBP,0
755809,Vismodegib,MIR5699,0
755809,Vismodegib,SNORD83B,0
755841,Actinomycin D,LINC01287,0
755841,Actinomycin D,TLR7,0
755841,Actinomycin D,ITGB7,0
755841,Actinomycin D,NR1I2,8
755841,Actinomycin D,HTR1A,0
755880,Mitomycin,IGLL5,0
755880,Mitomycin,SNORD83B,0
755880,Mitomycin,LINC01287,0
755880,Mitomycin,JCHAIN,0
755880,Mitomycin,MIR5699,0
755926,PF-03084014 diastereomer 1,TLR8,0
755926,PF-03084014 diastereomer 1,TLR7,0
755926,PF-03084014 diastereomer 1,MTNR1B,0
755926,PF-03084014 diastereomer 1,LINC01287,0
755926,PF-03084014 diastereomer 1,NR1I2,0
755980,Lenvatinib,TLR7,0
755980,Lenvatinib,PRSS1,0
755980,Lenvatinib,SNORD83B,0
755980,Lenvatinib,MIR5699,0
755980,Lenvatinib,EGF,6
755983,BI-2536,TLR7,1
755983,BI-2536,JCHAIN,0
755983,BI-2536,LINC01287,0
755983,BI-2536,HBG1,0
755983,BI-2536,MIR658,0
755985,Nelarabine,ACTB,0
755985,Nelarabine,MAP7D1,0
755985,Nelarabine,PTMS,0
755985,Nelarabine,UBTD1,0
755985,Nelarabine,RAB13,0
756236,GW441756X,FRMD6,0
756236,GW441756X,RBMS3,0
756236,GW441756X,RXRB,0
756236,GW441756X,LAYN,0
756236,GW441756X,GFPT2,0
756404,GW843682X,JCHAIN,0
756404,GW843682X,NR1I2,0
756404,GW843682X,LINC01287,0
756404,GW843682X,PVALB,0
756404,GW843682X,SNORD83B,0
756641,ICG-001,FAM178B,0
756641,ICG-001,TLR7,0
756641,ICG-001,NR1I2,0
756641,ICG-001,ITGB7,0
756641,ICG-001,STMN4,0
756642,Entinostat,CYP26C1,0
756642,Entinostat,NTRK1,0
756642,Entinostat,CYP17A1,0
756642,Entinostat,HBG2,0
756642,Entinostat,TLR7,0
756643,KX-01,CD1E,0
756643,KX-01,MIR658,0
756643,KX-01,MIR2278,0
756643,KX-01,MIR647,0
756643,KX-01,PPP1R1B,0
756645,Crizotinib,MIR5699,0
756645,Crizotinib,PVALB,0
756645,Crizotinib,MIR658,0
756645,Crizotinib,TYROBP,0
756645,Crizotinib,CYP17A1,0
756647,Quizartinib,MPO,0
756647,Quizartinib,HPGDS,0
756647,Quizartinib,PRAP1,0
756647,Quizartinib,ESR1,0
756647,Quizartinib,TYR,0
756648,AZD-1480,AIF1,0
756648,AZD-1480,MIR6728,0
756648,AZD-1480,CD3E,0
756648,AZD-1480,SASH3,0
756648,AZD-1480,SLC24A5,0
756652,Linsitinib,PLP1,0
756652,Linsitinib,MPO,0
756652,Linsitinib,CD3E,0
756652,Linsitinib,SNAR-C4,0
756652,Linsitinib,SLC45A2,0
756656,MK-2206,MIR6728,0
756656,MK-2206,MIR1296,0
756656,MK-2206,SOX10,0
756656,MK-2206,MIR6126,0
756656,MK-2206,MIR1254-1,0
756657,OSU-03012,SH2D1A,0
756657,OSU-03012,SPEG,0
756657,OSU-03012,MIR1231,0
756657,OSU-03012,IL2RG,0
756657,OSU-03012,HCK,0
756659,Intedanib,SNORD83B,0
756659,Intedanib,LINC01287,0
756659,Intedanib,IGLL5,0
756659,Intedanib,PVALB,0
756659,Intedanib,ITGB7,0
756660,Quercetin,REC8,0
756660,Quercetin,BEX1,0
756660,Quercetin,SPEG,0
756660,Quercetin,IL1B,136
756660,Quercetin,CHI3L2,0
756663,Obatoclax,LINC01287,0
756663,Obatoclax,HCK,0
756663,Obatoclax,MIR658,0
756663,Obatoclax,MIR1254-1,0
756663,Obatoclax,NR1I2,0
756702,COLCHICINE,PCP4,0
756702,COLCHICINE,NR1I2,2
756702,COLCHICINE,MIR658,0
756702,COLCHICINE,TLR7,1
756702,COLCHICINE,KIT,30
756717,DAUNORUBICIN,JCHAIN,2
756717,DAUNORUBICIN,PRSS1,0
756717,DAUNORUBICIN,IGLL5,0
756717,DAUNORUBICIN,MTNR1B,1
756717,DAUNORUBICIN,HBG1,0
756876,(-)-Nutlin-3,TLR8,0
756876,(-)-Nutlin-3,PRAP1,0
756876,(-)-Nutlin-3,JCHAIN,0
756876,(-)-Nutlin-3,HCK,0
756876,(-)-Nutlin-3,PVALB,0
756877,1st Precursor Intermediate to TDP 665759,FAM178B,0
756877,1st Precursor Intermediate to TDP 665759,ITGB7,0
756877,1st Precursor Intermediate to TDP 665759,MTNR1B,0
756877,1st Precursor Intermediate to TDP 665759,STMN4,0
756877,1st Precursor Intermediate to TDP 665759,LINC01287,0
757000,WW-H1,CD1E,0
757000,WW-H1,MIR2278,0
757000,WW-H1,TMSB15A,0
757000,WW-H1,MIR658,0
757000,WW-H1,CD3E,0
757027,ETHINYL ESTRADIOL,TYROBP,0
757027,ETHINYL ESTRADIOL,JCHAIN,0
757027,ETHINYL ESTRADIOL,LINC01287,0
757027,ETHINYL ESTRADIOL,MIR2278,0
757027,ETHINYL ESTRADIOL,MIR1254-1,0
757036,Fluorouracil,TYMS,230
757036,Fluorouracil,PSMA2,0
757036,Fluorouracil,RPL7,0
757036,Fluorouracil,CWC15,0
757036,Fluorouracil,MAPK8,0
757087,Nitrogen mustard,CWC15,0
757087,Nitrogen mustard,LSM6,0
757087,Nitrogen mustard,PSMA2,0
757087,Nitrogen mustard,CDK7,0
757087,Nitrogen mustard,RPL7,0
757098,Melphalan,LAYN,0
757098,Melphalan,ABL2,0
757098,Melphalan,GFPT2,0
757098,Melphalan,FRMD6,0
757098,Melphalan,MRC2,0
757113,DL-Amethopterin,PVALB,0
757113,DL-Amethopterin,HBG1,0
757113,DL-Amethopterin,SNORD83B,0
757113,DL-Amethopterin,LINC01287,0
757113,DL-Amethopterin,TLR7,0
757148,AZD-7762,SNORD83B,0
757148,AZD-7762,MIR658,0
757148,AZD-7762,MIR3665,0
757148,AZD-7762,POSTN,0
757148,AZD-7762,FAM178B,0
757149,Volasertib,LINC01287,0
757149,Volasertib,JCHAIN,0
757149,Volasertib,TLR7,0
757149,Volasertib,PVALB,0
757149,Volasertib,IGLL5,0
757306,malacid,MAPK8,0
757306,malacid,CDK7,0
757306,malacid,PSMA2,0
757306,malacid,DHFR,0
757306,malacid,RPL7,0
757334,Cpd-401,JCHAIN,0
757334,Cpd-401,HBG1,0
757334,Cpd-401,NR1I2,0
757334,Cpd-401,STMN4,0
757334,Cpd-401,HBG2,0
757348,6-Thioguanine,MAPK8,0
757348,6-Thioguanine,PARP2,0
757348,6-Thioguanine,RAI14,0
757348,6-Thioguanine,FDX1,0
757348,6-Thioguanine,REC8,0
757384,Vinblastine,LINC01287,0
757384,Vinblastine,HBG1,0
757384,Vinblastine,JCHAIN,0
757384,Vinblastine,PVALB,0
757384,Vinblastine,NR1I2,9
757424,melbex,MIR1254-1,0
757424,melbex,APOC2,0
757424,melbex,PVALB,0
757424,melbex,MIR658,0
757424,melbex,JCHAIN,0
757436,Cabozantinib,SNCA,0
757436,Cabozantinib,C1S,0
757436,Cabozantinib,PDGFRB,0
757436,Cabozantinib,NDN,0
757436,Cabozantinib,COL6A3,0
757437,Salinomycin,MIR1296,0
757437,Salinomycin,JCHAIN,0
757437,Salinomycin,MIR641,0
757437,Salinomycin,MIR5699,0
757437,Salinomycin,MPO,0
757438,PLX-4720,CST4,0
757438,PLX-4720,MPZ,0
757438,PLX-4720,POSTN,0
757438,PLX-4720,SOX10,0
757438,PLX-4720,DAAM2,0
757439,Neratinib,MIR641,0
757439,Neratinib,LINC01287,0
757439,Neratinib,DPEP1,0
757439,Neratinib,MIR5699,0
757439,Neratinib,MIR330,0
757440,Deforolimius,MIR5699,0
757440,Deforolimius,JCHAIN,0
757440,Deforolimius,MIR641,0
757440,Deforolimius,PVALB,0
757440,Deforolimius,IGLL5,0
757441,Axitinib,MIR126,0
757441,Axitinib,MIR663A,0
757441,Axitinib,IGLL5,0
757441,Axitinib,MIR3198-1,0
757441,Axitinib,MIR1296,0
757442,Intedanib,TLR7,0
757442,Intedanib,STMN4,0
757442,Intedanib,JCHAIN,0
757442,Intedanib,IGLL5,0
757442,Intedanib,HBG2,0
757444,Barasertib,LGALS4,0
757444,Barasertib,PLP1,0
757444,Barasertib,MIR126,0
757444,Barasertib,ZAP70,0
757444,Barasertib,BIRC7,0
757804,Etoposide,MIR641,0
757804,Etoposide,PVALB,0
757804,Etoposide,MIR5699,0
757804,Etoposide,SNORD32A,0
757804,Etoposide,FRG2DP,0
758005,Sapitinib,MAPK8,0
758005,Sapitinib,CD3D,0
758005,Sapitinib,EHF,0
758005,Sapitinib,AIF1,0
758005,Sapitinib,LCP2,0
758007,Tivozanib,HPGDS,0
758007,Tivozanib,PVALB,0
758007,Tivozanib,MPO,0
758007,Tivozanib,IGLL5,0
758007,Tivozanib,LINC01287,0
758186,Azacitidine,MAPK8,0
758186,Azacitidine,PSMA2,1
758186,Azacitidine,OPTN,1
758186,Azacitidine,RABGGTB,0
758186,Azacitidine,NEK11,0
758230,Floxuridine,SNORA33,0
758230,Floxuridine,ALOX5AP,0
758230,Floxuridine,CD3E,0
758230,Floxuridine,APOC2,0
758230,Floxuridine,ALDH1A2,0
758242,Tivantinib,NR1I2,0
758242,Tivantinib,MTNR1B,0
758242,Tivantinib,BTK,0
758242,Tivantinib,TLR7,0
758242,Tivantinib,STMN4,0
758243,BMS-754807,STMN4,0
758243,BMS-754807,HBG1,0
758243,BMS-754807,JCHAIN,0
758243,BMS-754807,HTR1A,0
758243,BMS-754807,TLR8,0
758244,tepotinib,FAM178B,0
758244,tepotinib,NR1I2,0
758244,tepotinib,CYP17A1,0
758244,tepotinib,TLR7,0
758244,tepotinib,HBA2,0
758246,Trametinib,ITGB7,0
758246,Trametinib,STMN4,0
758246,Trametinib,LINC01287,0
758246,Trametinib,FAM178B,0
758246,Trametinib,BTK,11
758247,Palbociclib,JCHAIN,0
758247,Palbociclib,LINC01287,0
758247,Palbociclib,STMN4,0
758247,Palbociclib,BTK,8
758247,Palbociclib,HCK,1
758249,Pracinostat,CD1E,0
758249,Pracinostat,MIR126,0
758249,Pracinostat,JCHAIN,0
758249,Pracinostat,SOX10,0
758249,Pracinostat,MIR330,0
758250,SNS-314,FAM178B,0
758250,SNS-314,PRSS3P2,0
758250,SNS-314,TLR7,0
758250,SNS-314,MTNR1B,0
758250,SNS-314,HBG1,0
758251,Amonafide,CD1E,0
758251,Amonafide,SNORD104,0
758251,Amonafide,MAPK8,0
758251,Amonafide,MMP1,0
758251,Amonafide,GFPT2,0
758252,Carfilzomib,FAM178B,0
758252,Carfilzomib,LINC01287,0
758252,Carfilzomib,NR1I2,2
758252,Carfilzomib,ITGB7,0
758252,Carfilzomib,STMN4,0
758253,Homoharringtonine,FAM178B,0
758253,Homoharringtonine,NR1I2,0
758253,Homoharringtonine,LINC01287,0
758253,Homoharringtonine,MTNR1B,0
758253,Homoharringtonine,HBG1,0
758254,Ixazomib citrate,IGLL5,0
758254,Ixazomib citrate,LINC01287,0
758254,Ixazomib citrate,MIR641,0
758254,Ixazomib citrate,SNORD83B,0
758254,Ixazomib citrate,MIR1254-1,0
758255,Teniposide,LINC01287,0
758255,Teniposide,JCHAIN,0
758255,Teniposide,IGLL5,0
758255,Teniposide,HTR1A,0
758255,Teniposide,HBG2,0
758256,PKI-587,NR1I2,0
758256,PKI-587,ITGB7,0
758256,PKI-587,CYP26C1,0
758256,PKI-587,SNORD83B,0
758256,PKI-587,MIR658,0
758257,LY-2606368,LINC01287,0
758257,LY-2606368,PCP4,0
758257,LY-2606368,TLR7,0
758257,LY-2606368,ITGB7,0
758257,LY-2606368,BTK,0
758423,M-AMSA,MAPK8,0
758423,M-AMSA,MIR142,0
758423,M-AMSA,SNORD104,0
758423,M-AMSA,CD3E,0
758423,M-AMSA,SH2D1A,0
758440,niclosamide (usan),MIR142,0
758440,niclosamide (usan),SNORD104,0
758440,niclosamide (usan),MIR647,0
758440,niclosamide (usan),CD1E,0
758440,niclosamide (usan),LHFPL3-AS1,0
758485,BX-912,C10orf90,0
758485,BX-912,MLANA,0
758485,BX-912,MIR647,0
758485,BX-912,ABCB5,0
758485,BX-912,LINC00942,0
758487,Ponatinib,HPGDS,0
758487,Ponatinib,IGLL5,0
758487,Ponatinib,SNORD88B,0
758487,Ponatinib,LINC01287,0
758487,Ponatinib,PVALB,0
758488,Lexibulin,NR1I2,0
758488,Lexibulin,TLR7,0
758488,Lexibulin,LINC01287,0
758488,Lexibulin,HBG2,0
758488,Lexibulin,HBG1,0
758489,Indibulin,CCL20,0
758489,Indibulin,HBA2,0
758489,Indibulin,MTNR1B,0
758489,Indibulin,HCK,0
758489,Indibulin,LOC100505817,0
758591,SGX-523,MIR622,0
758591,SGX-523,MIR663A,0
758591,SGX-523,PIP,0
758591,SGX-523,MIR1231,0
758591,SGX-523,SSX2B,0
758612,Bleomycin,MIR5699,0
758612,Bleomycin,MIR641,0
758612,Bleomycin,MIR7110,0
758612,Bleomycin,HPGDS,2
758612,Bleomycin,MIR1296,0
758645,Paclitaxel,PVALB,0
758645,Paclitaxel,LINC01287,0
758645,Paclitaxel,IGLL5,0
758645,Paclitaxel,JCHAIN,0
758645,Paclitaxel,ITGB7,2
758662,Lovastatin,CYP26C1,0
758662,Lovastatin,HBG2,0
758662,Lovastatin,LINC01287,0
758662,Lovastatin,TLR7,0
758662,Lovastatin,NR1I2,13
758664,Rapamycin,PLP1,5
758664,Rapamycin,MIR641,0
758664,Rapamycin,MIR1296,0
758664,Rapamycin,GPNMB,9
758664,Rapamycin,MLANA,2
758667,Teniposide,LINC01287,0
758667,Teniposide,PVALB,0
758667,Teniposide,JCHAIN,0
758667,Teniposide,ITGB7,0
758667,Teniposide,IGLL5,0
758671,ANCITABINE HYDROCHLORIDE,ITGAL,0
758671,ANCITABINE HYDROCHLORIDE,MND1,0
758671,ANCITABINE HYDROCHLORIDE,CLIP3,0
758671,ANCITABINE HYDROCHLORIDE,CD1E,0
758671,ANCITABINE HYDROCHLORIDE,MAPK8,0
758706,Simvastatin,LINC01287,0
758706,Simvastatin,PVALB,0
758706,Simvastatin,IGLL5,0
758706,Simvastatin,JCHAIN,0
758706,Simvastatin,TLR7,0
758773,Varbulin,MIR142,0
758773,Varbulin,AIF1,0
758773,Varbulin,MIR3198-1,0
758773,Varbulin,MIR1231,0
758773,Varbulin,CD1E,0
758774,Belinostat,CHI3L2,0
758774,Belinostat,MAPK8,0
758774,Belinostat,ITK,0
758774,Belinostat,GFPT2,0
758774,Belinostat,CD1E,0
758871,AZD-8055,MIR126,0
758871,AZD-8055,HPGDS,0
758871,AZD-8055,MIR7110,0
758871,AZD-8055,HBG1,0
758871,AZD-8055,PVALB,0
758872,Saracatinib,LGALS4,0
758872,Saracatinib,MIR2278,0
758872,Saracatinib,MIR205HG,0
758872,Saracatinib,MUC13,0
758872,Saracatinib,IGLL5,0
758873,ABT-737,JCHAIN,0
758873,ABT-737,IGLL5,0
758873,ABT-737,MPO,0
758873,ABT-737,PVALB,0
758873,ABT-737,MIR641,0
758896,Fluvastatin,MIR7110,0
758896,Fluvastatin,MIR3198-1,0
758896,Fluvastatin,IGLL5,0
758896,Fluvastatin,SNORD83B,0
758896,Fluvastatin,MIR658,0
759094,ENMD-2076 Precursor,CYP26C1,0
759094,ENMD-2076 Precursor,PRSS1,0
759094,ENMD-2076 Precursor,TUBB1,0
759094,ENMD-2076 Precursor,HBG1,0
759094,ENMD-2076 Precursor,PCP4,0
759095,JNJ-38877605,AIF1,0
759095,JNJ-38877605,PLP1,0
759095,JNJ-38877605,HAVCR1,0
759095,JNJ-38877605,RXRG,0
759095,JNJ-38877605,PMEL,0
759155,Doxorubicin,LINC01287,0
759155,Doxorubicin,TLR7,12
759155,Doxorubicin,TLR8,3
759155,Doxorubicin,HTR1A,0
759155,Doxorubicin,PRSS1,0
759174,Vincristine,PVALB,0
759174,Vincristine,JCHAIN,3
759174,Vincristine,IGLL5,2
759174,Vincristine,SNORD83B,0
759174,Vincristine,LINC01287,0
759195,Epirubicin,PVALB,0
759195,Epirubicin,JCHAIN,0
759195,Epirubicin,SNORD83B,0
759195,Epirubicin,LGALS4,0
759195,Epirubicin,PPP1R1B,0
759224,Idelalisib,STMN4,0
759224,Idelalisib,HCK,0
759224,Idelalisib,TLR8,0
759224,Idelalisib,LGALS4,0
759224,Idelalisib,TNC,0
759263,Topotecan,LINC01287,0
759263,Topotecan,TLR7,0
759263,Topotecan,IGLL5,0
759263,Topotecan,STMN4,0
759263,Topotecan,NR1I2,4
759274,ARSENIC TRIOXIDE,CWC15,0
759274,ARSENIC TRIOXIDE,PSMA2,0
759274,ARSENIC TRIOXIDE,CDK7,0
759274,ARSENIC TRIOXIDE,PARP2,0
759274,ARSENIC TRIOXIDE,PSMB1,0
759498,CYC-116,KIT,0
759498,CYC-116,BTK,0
759498,CYC-116,HBG2,0
759498,CYC-116,JCHAIN,0
759498,CYC-116,ITGB7,0
759614,6-Mercaptopurine,HPRT1,4
759614,6-Mercaptopurine,MAPK8,0
759614,6-Mercaptopurine,CDK7,0
759614,6-Mercaptopurine,RPL7,0
759614,6-Mercaptopurine,CWC15,0
759657,Quisinostat,MIR1254-1,0
759657,Quisinostat,MIR6126,0
759657,Quisinostat,MIR330,0
759657,Quisinostat,MIR126,0
759657,Quisinostat,TYROBP,0
759658,6-(4-pyrimidinyl)-1H-indazole derivative,RXRG,0
759658,6-(4-pyrimidinyl)-1H-indazole derivative,CSF1R,0
759658,6-(4-pyrimidinyl)-1H-indazole derivative,NOS2,0
759658,6-(4-pyrimidinyl)-1H-indazole derivative,HRCT1,0
759658,6-(4-pyrimidinyl)-1H-indazole derivative,MIR205HG,0
759659,Navitoclax,MYL6,1
759659,Navitoclax,MAP7D1,0
759659,Navitoclax,ZNF462,0
759659,Navitoclax,UBTD1,0
759659,Navitoclax,GABARAPL1,0
759660,OSI-027,CYP26C1,0
759660,OSI-027,HBA2,0
759660,OSI-027,TLR7,0
759660,OSI-027,HBG2,0
759660,OSI-027,HBA1,0
759661,Dovitinib,MIR6807,0
759661,Dovitinib,SOX10,0
759661,Dovitinib,HBG1,0
759661,Dovitinib,RNASE2,0
759661,Dovitinib,SLC45A2,0
759675,KW-2449,CD3E,0
759675,KW-2449,CHI3L2,0
759675,KW-2449,PHYHD1,0
759675,KW-2449,CD1E,0
759675,KW-2449,PSG4,0
759676,PI-103,HCK,0
759676,PI-103,KIT,3
759676,PI-103,BTK,0
759676,PI-103,TLR7,0
759676,PI-103,PRSS1,0
759677,Alisertib,C1orf228,0
759677,Alisertib,C10orf90,0
759677,Alisertib,MIR6807,0
759677,Alisertib,ABCB5,0
759677,Alisertib,LINC00942,0
759850,Docetaxel,JCHAIN,0
759850,Docetaxel,IGLL5,0
759850,Docetaxel,LINC01287,0
759850,Docetaxel,PVALB,0
759850,Docetaxel,HBG1,0
759852,Vorinostat,HDAC2,114
759852,Vorinostat,HDAC3,55
759852,Vorinostat,PARP2,0
759852,Vorinostat,CDK7,0
759852,Vorinostat,CWC15,0
759856,Gefitinib,MUC13,0
759856,Gefitinib,EGF,300
759856,Gefitinib,GFAP,2
759856,Gefitinib,MIR1296,0
759856,Gefitinib,WFDC1,0
759857,Clofarabine,C1orf228,0
759857,Clofarabine,MIR3198-1,0
759857,Clofarabine,PIP,0
759857,Clofarabine,CD3E,0
759857,Clofarabine,SASH3,0
759877,Dasatinib,PIP,1
759877,Dasatinib,RNASE2,0
759877,Dasatinib,PRAP1,0
759877,Dasatinib,JCHAIN,0
759877,Dasatinib,IGLL5,0
759878,Irinotecan,JCHAIN,0
759878,Irinotecan,IGLL5,0
759878,Irinotecan,LINC01287,0
759878,Irinotecan,PVALB,0
759878,Irinotecan,MIR5699,0
760087,VINORELBINE,HBG1,0
760087,VINORELBINE,JCHAIN,0
760087,VINORELBINE,IGLL5,1
760087,VINORELBINE,PVALB,0
760087,VINORELBINE,LINC01287,0
760143,Mocetinostat,LSP1,0
760143,Mocetinostat,CD1E,0
760143,Mocetinostat,MIR5699,0
760143,Mocetinostat,MIR142,0
760143,Mocetinostat,AIF1,0
760144,AT-9283,TYR,0
760144,AT-9283,MPO,0
760144,AT-9283,MLANA,0
760144,AT-9283,RXRG,0
760144,AT-9283,CYP26C1,0
760183,(+)-JQ1,LINC01287,0
760183,(+)-JQ1,FAM178B,0
760183,(+)-JQ1,JCHAIN,0
760183,(+)-JQ1,PCP4,0
760183,(+)-JQ1,TLR7,3
760419,Fenretinide,LINC01287,0
760419,Fenretinide,TLR7,0
760419,Fenretinide,PVALB,0
760419,Fenretinide,HBG1,0
760419,Fenretinide,HBG2,0
760443,Copanlisib,LINC01287,0
760443,Copanlisib,HBG1,0
760443,Copanlisib,ITGB7,0
760443,Copanlisib,MIR641,0
760443,Copanlisib,CD8B,0
760444,Tipifarnib,MIR205HG,0
760444,Tipifarnib,C1QL1,0
760444,Tipifarnib,CST4,0
760444,Tipifarnib,PDK4,0
760444,Tipifarnib,NEFL,0
760536,PF-04691502,MIR142,0
760536,PF-04691502,SLC24A5,0
760536,PF-04691502,IGLL1,0
760536,PF-04691502,MIR7110,0
760536,PF-04691502,CD1E,0
760764,Voreloxin,KIT,0
760764,Voreloxin,MTNR1B,0
760764,Voreloxin,MIR7110,0
760764,Voreloxin,IGLL5,0
760764,Voreloxin,LINC01287,0
760765,BMS-690514,HBG2,0
760765,BMS-690514,HTR1A,0
760765,BMS-690514,OBP2A,0
760765,BMS-690514,FAM178B,0
760765,BMS-690514,HBA1,0
760766,Vandetanib,PVALB,0
760766,Vandetanib,LINC01287,0
760766,Vandetanib,PRSS1,0
760766,Vandetanib,IGLL5,0
760766,Vandetanib,MIR641,0
760841,Tandutinib,CYP17A1,0
760841,Tandutinib,PVALB,0
760841,Tandutinib,KIT,10
760841,Tandutinib,TLR7,0
760841,Tandutinib,HBG1,0
760843,Motesanib,C10orf90,0
760843,Motesanib,TNC,0
760843,Motesanib,GJB1,0
760843,Motesanib,SLC45A2,0
760843,Motesanib,SLC24A5,0
761068,Cabozantinib,BEX1,0
761068,Cabozantinib,CD3E,0
761068,Cabozantinib,DSCAM-AS1,0
761068,Cabozantinib,LHFPL3-AS1,0
761068,Cabozantinib,MIR3939,0
761069,AMG-900,PVALB,0
761069,AMG-900,ITGB7,0
761069,AMG-900,JCHAIN,0
761069,AMG-900,MIR5699,0
761069,AMG-900,LINC01287,0
761070,VE-821,MIR647,0
761070,VE-821,FGR,0
761070,VE-821,BTK,0
761070,VE-821,SNORA32,0
761070,VE-821,HCK,0
761188,Rabusertib,HBG1,0
761188,Rabusertib,KIT,0
761188,Rabusertib,HTR1A,0
761188,Rabusertib,TLR7,0
761188,Rabusertib,HCK,0
761189,Teglarinad,LINC01287,0
761189,Teglarinad,IGLL5,0
761189,Teglarinad,JCHAIN,0
761189,Teglarinad,SNORD83B,0
761189,Teglarinad,HBG1,0
761190,Panobinostat,NR1I2,0
761190,Panobinostat,PIP,0
761190,Panobinostat,MIR658,0
761190,Panobinostat,IGLL5,0
761190,Panobinostat,MIR7110,0
761191,brigatinib,CD8B,0
761191,brigatinib,ITGB7,0
761191,brigatinib,CYGB,0
761191,brigatinib,MIR6807,0
761191,brigatinib,IRF4,0
761192,Pevonedistat,IGLL5,0
761192,Pevonedistat,LINC01287,0
761192,Pevonedistat,BTK,0
761192,Pevonedistat,MIR641,0
761192,Pevonedistat,MIR5699,0
761193,Silmitasertib,CD1E,0
761193,Silmitasertib,ITGAL,0
761193,Silmitasertib,SNORA33,0
761193,Silmitasertib,MAPK8,0
761193,Silmitasertib,WAS,0
761194,CUDC-305,LINC01287,0
761194,CUDC-305,PVALB,0
761194,CUDC-305,MIR641,0
761194,CUDC-305,JCHAIN,0
761194,CUDC-305,MPO,0
761215,TAK-733,LINC01287,0
761215,TAK-733,STMN4,0
761215,TAK-733,TLR7,0
761215,TAK-733,PPP1R1B,0
761215,TAK-733,BTK,0
761217,Avagacestat,ITGB7,0
761217,Avagacestat,JCHAIN,0
761217,Avagacestat,PRSS3P2,0
761217,Avagacestat,CYP26C1,0
761217,Avagacestat,FAM178B,0
761387,CCT-128930,MIR2278,0
761387,CCT-128930,MIR1231,0
761387,CCT-128930,SOX10,0
761387,CCT-128930,RAB25,0
761387,CCT-128930,DSCAM-AS1,0
761390,By-Product of CUDC-305,CD1E,0
761390,By-Product of CUDC-305,LAYN,0
761390,By-Product of CUDC-305,MGP,0
761390,By-Product of CUDC-305,FLT3,0
761390,By-Product of CUDC-305,TMSB15A,0
761431,Vemurafenib,ZAP70,1
761431,Vemurafenib,CD3E,0
761431,Vemurafenib,SH2D1A,0
761431,Vemurafenib,CTSK,0
761431,Vemurafenib,TYR,8
761691,SCH-1473759,PVALB,0
761691,SCH-1473759,TLR8,0
761691,SCH-1473759,IGLL5,0
761691,SCH-1473759,JCHAIN,0
761691,SCH-1473759,TLR7,0
761692,MK-8033,PLP1,0
761692,MK-8033,FAM167B,0
761692,MK-8033,SLC45A2,0
761692,MK-8033,MIR6807,0
761692,MK-8033,C10orf90,0
761693,Vertex ATR inhibitor Cpd 45,IGLL5,0
761693,Vertex ATR inhibitor Cpd 45,ITGB7,0
761693,Vertex ATR inhibitor Cpd 45,STMN4,0
761693,Vertex ATR inhibitor Cpd 45,PLA2G2A,0
761693,Vertex ATR inhibitor Cpd 45,PCP4,0
761759,TAK-960 analog,LINC01287,0
761759,TAK-960 analog,FAM178B,0
761759,TAK-960 analog,HBG2,0
761759,TAK-960 analog,JCHAIN,0
761759,TAK-960 analog,PVALB,0
761760,BMS-536924,PMEL,0
761760,BMS-536924,SULT2B1,0
761760,BMS-536924,PRAP1,0
761760,BMS-536924,GREB1,0
761760,BMS-536924,PLA2G2A,0
761879,ITRI-260,JCHAIN,0
761879,ITRI-260,HCK,0
761879,ITRI-260,PCP4,0
761879,ITRI-260,NR1I2,0
761879,ITRI-260,TLR7,0
761910,Ibrutinib,PVALB,0
761910,Ibrutinib,SNORD83B,0
761910,Ibrutinib,IGLL5,0
761910,Ibrutinib,JCHAIN,0
761910,Ibrutinib,MIR7110,0
761931,KHK-Indazole,LAYN,0
761931,KHK-Indazole,ZFHX4,0
761931,KHK-Indazole,COL7A1,0
761931,KHK-Indazole,MIR142,0
761931,KHK-Indazole,MIR2278,0
762151,TAK-901,LINC01287,0
762151,TAK-901,STMN4,0
762151,TAK-901,TLR7,0
762151,TAK-901,HTR1A,0
762151,TAK-901,IGLL5,0
762152,ONX-0914,PVALB,0
762152,ONX-0914,IGLL5,0
762152,ONX-0914,MIR126,0
762152,ONX-0914,PRSS1,0
762152,ONX-0914,JCHAIN,0
762153,ST-3595,MAPK8,0
762153,ST-3595,CDK7,0
762153,ST-3595,CWC15,0
762153,ST-3595,PARP2,0
762153,ST-3595,LSM6,0
762154,Des-fluoro-TAK-960,LINC01287,0
762154,Des-fluoro-TAK-960,IGLL5,0
762154,Des-fluoro-TAK-960,JCHAIN,0
762154,Des-fluoro-TAK-960,TLR7,0
762154,Des-fluoro-TAK-960,HBG1,0
762382,CH-5132799,LINC01287,0
762382,CH-5132799,PCP4,0
762382,CH-5132799,TEK,0
762382,CH-5132799,BTK,0
